Strain,B1_req,B2_req,B3_req,B5_req,B6_req,B9_req,B12_req,Kx_req,B1_syn,B2_syn,B3_syn,B5_syn,B6_syn,B9_syn,B12_syn,Kx_syn,Cluster
Clostridium_botulinum_A_str_ATCC_3502,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,B1
Clostridium_botulinum_A_str_Hall,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,B1
Clostridium_botulinum_Bf,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,B1
Clostridium_botulinum_E1_str_BoNT_E_Beluga,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,None
Clostridium_botulinum_F_str_230613,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,B1
Clostridium_butyricum_DSM_10702,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,()
Clostridium_butyricum_E4_str_BoNT_E_BL5262,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,()
Clostridium_cadaveris_AGR2141,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,B1+B3+B5+
Clostridium_celatum_DSM_1785,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,B6++
Clostridium_cellobioparum_DSM_1351,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,None
Clostridium_citroniae_WAL_17108,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,B6++
Clostridium_clariflavum_DSM_19732,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,None
Clostridium_clostridioforme_CM201,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,B6++
Clostridium_difficile_CD196,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,B6+
Clostridium_difficile_NAP07,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,B6
Clostridium_difficile_NAP08,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,B6
Clostridium_difficile_R20291,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,B6+
Clostridium_glycolicum_ATCC_14880,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,None
Clostridium_hathewayi_12489931,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,B6++
Clostridium_hathewayi_DSM_13479,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,B6++
Clostridium_hiranonis_TO_931_DSM_13275,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,B6
Clostridium_hylemonae_DSM_15053,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,B6+
Clostridium_indolis_DSM_755,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,B6++
Clostridium_innocuum_2959,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,B6++
Clostridium_leptum_DSM_753,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,B2+
Clostridium_methoxybenzovorans_SR3,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,B6++
Clostridium_methylpentosum_R2_DSM_5476,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,None
Clostridium_nexile_DSM_1787,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,B6+
Clostridium_paraputrificum_AGR2156,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,B6++
Clostridium_perfringens_ATCC_13124,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,B3+
Clostridium_ramosum_VPI_0427_DSM_1402,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,B6+
Clostridium_saccharogumia_DSM_17460,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,None
Clostridium_saccharoperbutylacetonicum_N1_4_HMT,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,None
Clostridium_sartagoforme_AAU1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,B6++
Clostridium_scindens_ATCC_35704,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,B6+
Clostridium_sordellii_ATCC_9714,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,B6++
Clostridium_spiroforme_DSM_1552,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,B6+
Clostridium_sporosphaeroides_DSM_1294,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,B6++
Clostridium_sp_7_2_43FAA,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,None
Clostridium_sp_L2_50,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,B3+
Clostridium_sp_M62_1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,B6+
Clostridium_sp_SS2_1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,()
Clostridium_sp_SY8519,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,None
Clostridium_sticklandii_DSM_519,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,None
Clostridium_symbiosum_ATCC_14940,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,B6++
Clostridium_symbiosum_WAL_14163,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,B6
Clostridium_symbiosum_WAL_14673,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,B6
Clostridium_tyrobutyricum_DSM_2637,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,None
Clostridium_viride_DSM_6836,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,None
Collinsella_aerofaciens_ATCC_25986,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,None
Collinsella_intestinalis_DSM_13280,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,B6+
Collinsella_stercoris_DSM_13279,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,B6+
Collinsella_tanakaei_YIT_12063,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,B6++
Comamonas_testosteroni_CNB_2,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,K+
Coprobacillus_sp_29_1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,B6+
Coprobacillus_sp_D7,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,None
Coprococcus_catus_GD_7,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,B6++
Coprococcus_comes_ATCC_27758,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,()
Coprococcus_eutactus_ATCC_27759,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,B3+
Corynebacterium_ammoniagenes_DSM_20306,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,B1
Corynebacterium_amycolatum_SK46,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,B9+
Corynebacterium_aurimucosum_ATCC_700975,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,None
Corynebacterium_durum_F0235,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,None
Corynebacterium_glucuronolyticum_ATCC_51867,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,B1+B3+B5+
Corynebacterium_kroppenstedtii_DSM_44385,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,None
Corynebacterium_propinquum_DSM_44285,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,None
Corynebacterium_striatum_ATCC_6940,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,B1
Corynebacterium_tuberculostearicum_SK141,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,None
Corynebacterium_ulcerans_809,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,None
Corynebacterium_ureicelerivorans,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,None
Cronobacter_sakazakii_ATCC_BAA_894,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,B9+
Cryptobacterium_curtum_DSM_15641,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,B1+B3+B5+
Curtobacterium_flaccumfaciens_UCD_AKU,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,B5++
Delftia_acidovorans_SPH_1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,K+
Dermacoccus_nishinomiyaensis,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,None
Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,K+
Desulfovibrio_piger_ATCC_29098,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,()
Desulfovibrio_sp_3_1_syn3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,()
Dialister_invisus_DSM_15470,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,B6++
Dialister_succinatiphilus_YIT_11850,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,B6++
Dietzia_cinnamea_P4,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,B9+
Dorea_formicigenerans_ATCC_27755,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,B5++
Dorea_longicatena_DSM_13814,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,()
Dyadobacter_beijingensis_DSM_21582,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,B1
Dyadobacter_fermentans_DSM_18053,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,K+
Dysgonomonas_gadei_ATCC_BAA_286,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,K+
Edwardsiella_tarda_ATCC_23685,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,B3+
Edwardsiella_tarda_FL6_60,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,B3+
Eggerthella_lenta_DSM_2243,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,B1+B3+B5+
Eggerthella_sp_1_3_56FAA,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,None
Eggerthella_sp_YY7918,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,B6++
Eggerthia_catenaformis_OT_569,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,B6++
Eikenella_corrodens_ATCC_23834,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,B1
Enterobacteriaceae_bacterium_9_2_54FAA,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,()
Enterobacter_aerogenes_KCTC_2190,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,()
Enterobacter_asburiae_LF7a,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,B1
Enterobacter_cancerogenus_ATCC_35316,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,()
Enterobacter_cloacae_EcWSU1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,()
Enterobacter_hormaechei_YT2,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,B9+
Enterobacter_hormaechei_YT3,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,B9+
Enterococcus_asini_ATCC_700915,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,B6++
Enterococcus_avium_ATCC_14025,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,B6++
Enterococcus_caccae_ATCC_BAA_1240,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,B6++
Enterococcus_casseliflavus_ATCC_12755,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,B6++
Enterococcus_cecorum_DSM_20682,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,B6++
Enterococcus_dispar_ATCC_51266,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,B6++
Enterococcus_durans_ATCC_6056,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,B5++
Enterococcus_faecalis_OG1RF_ATCC_47077,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,B1+B3+B5+
Enterococcus_faecalis_TX0104,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,B6+
Enterococcus_faecalis_TX1322,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,B6+
Enterococcus_faecalis_TX2134,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,B6+
Enterococcus_faecalis_V583,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,B6++
Enterococcus_faecium_TX1330,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,B6+
Enterococcus_gallinarum_EG2,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,B6++
Enterococcus_hirae_ATCC_9790,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,B1+B3+B5+
Enterococcus_phoeniculicola_ATCC_BAA_412,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,B6++
Enterococcus_saccharolyticus_DSM8903,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,None
Enterococcus_sp_7L76,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,B6+
Erysipelotrichaceae_bacterium_5_2_54FAA,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,B6+
Erysipelotrichaceae_bacterium_sp_3_1_53,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,B6+
Escherichia_albertii_KF1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,B1
Escherichia_albertii_TW07627,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,B1
Escherichia_coli_O157_H7_str_Sakai,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,()
Escherichia_coli_SE11,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,()
Escherichia_coli_str_K_12_substr_MG1655,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,()
Escherichia_coli_UTI89_UPEC,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,()
Escherichia_fergusonii_ATCC_35469,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,B1
Escherichia_hermannii_NBRC_105704,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,B9+
Escherichia_sp_1_1_43,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,B6+
Escherichia_sp_3_2_53FAA,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,()
Escherichia_sp_4_1_40B,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,()
Eubacterium_biforme_DSM_3989,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,B6+
Eubacterium_brachy_ATCC_33089,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,B5++
Eubacterium_cellulosolvens_6,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,None
Eubacterium_cylindroides_T2_87,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,B5++
Eubacterium_desmolans_ATCC_43058,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,B6++
Eubacterium_dolichum_DSM_3991,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,B6+
Eubacterium_eligens_ATCC_27750,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,B1
